tenure,amount,rate,residence,age,credits,maintenance,history,savings,employment,property,job,status,purpose,guarantor,installments,housing,telephone,foreign,sex,personal,label
18,1217,4,3,47,1,1,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,appliances,none,none,ownership,yes,True,male,male married/widowed,1
12,2246,3,3,60,2,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,furniture,none,none,ownership,none,True,male,male single,1
12,385,4,3,58,4,1,critical,"[0, 100)","[4, 7)",real estate,unskilled,overdrawn,television,none,none,ownership,yes,True,female,female divorced/separated/married,0
24,1965,4,4,42,2,1,delay,no savings,"[1, 4)",car,skilled,petty,car,none,none,rent,yes,True,female,female divorced/separated/married,0
21,1572,4,4,36,1,1,so far so good,"[1000, inf)","[7, inf)",real estate,unskilled,no account,business,none,loan,ownership,none,True,female,female divorced/separated/married,0
24,2718,3,4,20,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,petty,car,none,none,rent,yes,True,female,female divorced/separated/married,1
24,1358,4,3,40,1,1,duly paid back,no savings,"[7, inf)",car,white color,overdrawn,other,none,consumer,ownership,yes,True,male,male single,1
6,931,1,1,32,1,1,duly paid back,"[100, 500)","[0, 1)",building savings / life insurance,unskilled,petty,car,none,consumer,ownership,none,True,female,female divorced/separated/married,1
24,1442,4,4,23,2,1,so far so good,"[0, 100)","[4, 7)",car,skilled,overdrawn,car,none,none,rent,none,True,female,female divorced/separated/married,1
24,4241,1,4,36,3,1,no loans,"[0, 100)","[1, 4)",real estate,unskilled,petty,business,none,none,ownership,yes,True,male,male single,1
18,2775,2,2,31,2,1,critical,"[0, 100)","[4, 7)",building savings / life insurance,skilled,no account,car,none,loan,ownership,none,True,male,male single,1
24,3863,1,2,32,1,1,delay,"[0, 100)","[1, 4)",none,skilled,no account,business,none,none,without payment,none,True,male,male single,0
7,2329,1,1,45,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,petty,television,guarantor,none,ownership,none,True,female,female divorced/separated/married,0
9,918,4,1,30,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,petty,furniture,none,none,ownership,none,True,female,female divorced/separated/married,1
24,1837,4,4,34,1,1,duly paid back,"[0, 100)","[4, 7)",none,unskilled,petty,education,none,loan,without payment,none,True,female,female divorced/separated/married,1
36,3349,4,2,28,1,1,so far so good,"[0, 100)","[1, 4)",car,white color,no account,furniture,none,none,ownership,yes,True,female,female divorced/separated/married,1
10,1275,4,2,23,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,salary,furniture,none,none,ownership,none,True,female,female divorced/separated/married,0
24,2828,4,4,22,1,1,duly paid back,"[500, 1000)","[1, 4)",real estate,skilled,overdrawn,furniture,none,consumer,ownership,yes,True,male,male single,0
24,4526,3,2,74,1,1,critical,"[0, 100)","[1, 4)",real estate,white color,no account,business,none,none,ownership,yes,True,male,male single,0
36,2671,4,4,50,1,1,so far so good,"[100, 500)","[1, 4)",none,skilled,petty,television,co-applicant,none,without payment,none,True,female,female divorced/separated/married,1
18,2051,4,1,33,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,no account,television,none,none,ownership,none,True,male,male single,0
15,1300,4,4,45,1,2,so far so good,no savings,"[7, inf)",none,skilled,no account,used car,none,loan,without payment,none,True,male,male single,0
12,741,4,3,22,1,1,so far so good,"[100, 500)",unemployed,building savings / life insurance,skilled,overdrawn,appliances,none,none,ownership,none,True,female,female divorced/separated/married,1
10,1240,1,4,48,1,2,so far so good,"[100, 500)","[7, inf)",none,unskilled,salary,car,none,none,without payment,none,True,female,female divorced/separated/married,1
21,3357,4,2,29,1,1,so far so good,"[1000, inf)","[0, 1)",car,skilled,overdrawn,television,none,loan,ownership,none,True,female,female divorced/separated/married,0
24,3632,1,4,22,1,1,duly paid back,"[0, 100)","[1, 4)",car,skilled,overdrawn,used car,guarantor,loan,rent,none,False,female,female divorced/separated/married,0
18,1808,4,1,22,1,1,delay,"[0, 100)","[4, 7)",real estate,skilled,no account,furniture,none,none,ownership,none,True,female,female divorced/separated/married,1
48,12204,2,2,48,1,1,no loans,no savings,"[1, 4)",car,white color,petty,business,none,loan,ownership,yes,True,male,male single,0
60,9157,2,2,27,1,1,delay,no savings,"[1, 4)",none,white color,petty,television,none,none,without payment,none,True,male,male single,0
6,3676,1,3,37,3,2,critical,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,car,none,none,rent,none,True,male,male single,0
30,3441,2,4,21,1,1,so far so good,"[100, 500)","[1, 4)",car,skilled,petty,furniture,co-applicant,none,rent,none,True,female,female divorced/separated/married,1
12,640,4,2,49,1,1,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,no account,car,none,none,ownership,none,True,male,male divorced/separated,0
21,3652,2,3,27,2,1,critical,"[0, 100)","[4, 7)",building savings / life insurance,skilled,petty,business,none,none,ownership,none,True,male,male single,0
18,1530,3,2,32,2,1,critical,"[0, 100)","[1, 4)",building savings / life insurance,skilled,no account,car,none,loan,ownership,none,True,male,male single,1
48,3914,4,2,38,1,1,so far so good,no savings,"[1, 4)",real estate,skilled,no account,business,none,loan,ownership,none,True,male,male divorced/separated,1
12,1858,4,1,22,1,1,so far so good,"[0, 100)","[0, 1)",car,skilled,overdrawn,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
18,2600,4,4,65,2,1,so far so good,"[0, 100)","[1, 4)",none,skilled,overdrawn,television,none,none,without payment,none,True,male,male single,1
15,1979,4,2,35,1,1,so far so good,no savings,"[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
6,2116,2,2,41,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,salary,furniture,none,none,ownership,yes,True,male,male single,0
9,1437,2,3,29,1,1,duly paid back,"[100, 500)","[4, 7)",none,skilled,petty,car,none,none,ownership,none,True,male,male single,1
42,4042,4,4,36,2,1,critical,"[500, 1000)","[1, 4)",real estate,skilled,no account,furniture,none,none,ownership,yes,True,male,male single,0
9,3832,1,4,64,1,1,so far so good,no savings,"[7, inf)",real estate,unskilled,no account,education,none,none,ownership,none,True,male,male single,0
24,3660,2,4,28,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,overdrawn,television,none,none,ownership,none,True,female,female divorced/separated/married,0
18,1553,4,3,44,1,1,duly paid back,"[0, 100)","[1, 4)",car,skilled,overdrawn,furniture,none,loan,ownership,none,True,male,male single,1
15,1444,4,1,23,1,1,so far so good,no savings,"[0, 1)",building savings / life insurance,skilled,petty,television,none,none,ownership,none,True,male,male single,0
9,1980,2,2,19,2,1,so far so good,"[0, 100)","[0, 1)",car,skilled,no account,furniture,co-applicant,none,rent,none,True,female,female divorced/separated/married,1
24,1355,3,4,25,1,1,so far so good,"[0, 100)","[0, 1)",car,unskilled,petty,car,none,none,ownership,yes,True,female,female divorced/separated/married,1
12,1393,4,4,47,3,2,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,skilled,no account,education,none,loan,ownership,yes,True,male,male single,0
24,1376,4,1,28,1,1,so far so good,"[500, 1000)","[4, 7)",car,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
60,15653,2,4,21,2,1,delay,"[0, 100)","[4, 7)",car,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
12,1493,4,3,34,1,2,so far so good,"[0, 100)","[0, 1)",car,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
42,4370,3,2,26,2,2,delay,"[0, 100)","[4, 7)",building savings / life insurance,skilled,overdrawn,television,none,loan,ownership,yes,True,male,male single,1
18,750,4,1,27,1,1,so far so good,"[0, 100)",unemployed,real estate,unemployed/unskilled non-resident,overdrawn,education,none,none,ownership,none,True,female,female divorced/separated/married,1
15,1308,4,4,38,2,1,so far so good,"[0, 100)","[7, inf)",car,unskilled,petty,repairs,none,none,ownership,none,True,male,male single,0
15,4623,3,2,40,1,1,so far so good,"[100, 500)","[1, 4)",building savings / life insurance,white color,no account,education,none,none,ownership,yes,True,male,male single,1
24,1851,4,2,33,2,1,critical,"[0, 100)","[4, 7)",car,skilled,no account,television,guarantor,none,ownership,yes,True,male,male married/widowed,0
18,1880,4,1,32,2,1,critical,"[0, 100)","[4, 7)",building savings / life insurance,white color,overdrawn,television,none,none,ownership,yes,True,male,male married/widowed,0
36,7980,4,4,27,2,1,delay,no savings,"[0, 1)",car,skilled,no account,business,none,none,rent,yes,True,male,male single,1
30,4583,2,2,32,2,1,no loans,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,furniture,guarantor,none,ownership,none,True,male,male divorced/separated,0
12,1386,2,2,26,1,1,so far so good,"[500, 1000)","[1, 4)",building savings / life insurance,skilled,no account,car,none,none,ownership,none,True,female,female divorced/separated/married,1
24,947,4,3,38,1,2,so far so good,"[0, 100)","[4, 7)",none,skilled,salary,car,none,loan,without payment,none,True,male,male single,1
12,684,4,4,40,1,2,so far so good,"[0, 100)","[1, 4)",car,unskilled,overdrawn,education,none,none,rent,none,True,male,male single,1
48,7476,4,1,50,1,1,so far so good,"[0, 100)","[4, 7)",none,white color,overdrawn,education,none,none,without payment,yes,True,male,male single,0
12,1922,4,2,37,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,petty,furniture,none,none,ownership,none,True,male,male single,1
24,2303,4,1,45,1,1,so far so good,"[0, 100)","[7, inf)",real estate,skilled,overdrawn,car,co-applicant,none,ownership,none,True,male,male single,1
36,8086,2,4,42,4,1,delay,"[100, 500)","[7, inf)",car,white color,petty,car,none,none,ownership,yes,True,male,male single,1
24,2346,4,3,35,2,1,critical,"[0, 100)","[4, 7)",car,skilled,no account,used car,none,none,ownership,yes,True,male,male single,0
14,3973,1,4,22,1,1,so far so good,"[0, 100)",unemployed,none,skilled,overdrawn,car,none,none,without payment,none,True,male,male single,0
12,888,4,4,41,1,2,so far so good,"[0, 100)","[7, inf)",car,unskilled,petty,car,none,loan,ownership,none,True,male,male single,1
48,10222,4,3,37,1,1,so far so good,no savings,"[4, 7)",car,skilled,no account,television,none,consumer,ownership,yes,True,male,male single,0
30,4221,2,1,28,2,1,no loans,"[0, 100)","[1, 4)",car,skilled,petty,business,none,none,ownership,none,True,female,female divorced/separated/married,0
18,6361,2,1,41,1,1,critical,"[0, 100)","[7, inf)",none,skilled,petty,furniture,none,none,ownership,yes,True,male,male single,0
12,1297,3,4,23,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,salary,television,none,none,rent,none,True,male,male married/widowed,0
12,900,4,2,23,1,1,so far so good,no savings,"[1, 4)",car,skilled,overdrawn,car,none,none,ownership,none,True,male,male married/widowed,1
21,2241,4,2,50,2,1,so far so good,"[0, 100)","[7, inf)",real estate,skilled,no account,furniture,none,none,ownership,none,True,male,male single,0
6,1050,4,1,35,2,1,delay,"[0, 100)",unemployed,building savings / life insurance,white color,petty,furniture,none,consumer,ownership,yes,True,male,male single,0
6,1047,2,4,50,1,1,critical,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,salary,education,none,none,ownership,none,True,female,female divorced/separated/married,0
24,6314,4,2,27,2,1,critical,"[0, 100)",unemployed,none,white color,no account,other,co-applicant,loan,ownership,yes,True,male,male single,0
30,3496,4,2,34,1,2,duly paid back,"[1000, inf)","[1, 4)",car,skilled,petty,furniture,none,consumer,ownership,yes,True,male,male single,0
48,3609,1,1,27,1,1,duly paid back,"[0, 100)","[1, 4)",real estate,skilled,no account,business,none,consumer,ownership,none,True,female,female divorced/separated/married,0
12,4843,3,4,43,2,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,car,co-applicant,none,rent,yes,True,male,male single,1
30,3017,4,4,47,1,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,salary,television,none,none,ownership,none,True,male,male single,0
24,4139,3,3,27,2,1,critical,"[100, 500)","[1, 4)",building savings / life insurance,unskilled,no account,business,none,none,ownership,yes,True,male,male single,0
36,5742,2,2,31,2,1,so far so good,"[100, 500)","[4, 7)",car,skilled,no account,business,none,none,ownership,yes,True,male,male single,0
60,10366,2,4,42,1,1,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,white color,no account,car,none,none,ownership,yes,True,male,male single,0
6,2080,1,2,24,1,1,critical,"[500, 1000)","[1, 4)",car,skilled,no account,car,none,none,ownership,none,True,male,male married/widowed,0
21,2580,4,2,41,1,2,delay,"[500, 1000)","[0, 1)",real estate,unskilled,no account,business,none,loan,ownership,none,True,male,male single,1
30,4530,4,4,26,1,1,critical,"[0, 100)","[4, 7)",car,white color,no account,television,none,none,rent,yes,True,female,female divorced/separated/married,0
24,5150,4,4,33,1,1,critical,"[0, 100)","[7, inf)",car,skilled,no account,furniture,none,none,ownership,yes,True,male,male single,0
72,5595,2,2,24,1,1,so far so good,"[100, 500)","[1, 4)",car,skilled,petty,television,none,none,ownership,none,True,male,male married/widowed,1
24,2384,4,4,64,1,1,so far so good,"[0, 100)","[7, inf)",real estate,unskilled,overdrawn,television,none,loan,rent,none,True,male,male single,0
18,1453,3,1,26,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
6,1538,1,2,56,1,1,so far so good,"[0, 100)","[0, 1)",none,skilled,no account,education,none,none,ownership,none,True,female,female divorced/separated/married,0
12,2279,4,4,37,1,1,so far so good,no savings,"[1, 4)",none,skilled,no account,television,none,none,without payment,yes,True,male,male single,0
15,1478,4,3,33,2,1,delay,"[0, 100)","[1, 4)",real estate,skilled,no account,television,none,loan,ownership,none,True,male,male married/widowed,0
24,5103,3,3,47,3,1,critical,"[0, 100)","[0, 1)",none,skilled,no account,television,none,none,without payment,yes,True,male,male married/widowed,0
36,9857,1,3,31,2,2,delay,"[100, 500)","[4, 7)",building savings / life insurance,unskilled,petty,business,none,none,ownership,yes,True,male,male single,0
60,6527,4,4,34,1,2,so far so good,no savings,"[1, 4)",none,skilled,no account,car,none,none,without payment,yes,True,male,male single,0
10,1347,4,2,27,2,1,critical,no savings,"[4, 7)",building savings / life insurance,skilled,salary,television,none,none,ownership,yes,True,male,male single,0
36,2862,4,3,30,1,1,delay,"[100, 500)","[7, inf)",none,skilled,petty,car,none,none,without payment,none,True,male,male single,0
9,2753,3,4,35,1,1,so far so good,"[100, 500)","[7, inf)",car,skilled,no account,television,co-applicant,none,ownership,yes,True,male,male single,0
12,3651,1,3,31,1,2,so far so good,"[1000, inf)","[1, 4)",building savings / life insurance,skilled,overdrawn,car,none,none,ownership,none,True,male,male single,0
15,975,2,3,25,2,1,critical,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,furniture,none,none,ownership,none,True,male,male divorced/separated,0
15,2631,3,2,25,1,1,so far so good,"[100, 500)","[1, 4)",real estate,unskilled,petty,repairs,none,none,ownership,none,True,female,female divorced/separated/married,0
24,2896,2,1,29,1,1,so far so good,"[100, 500)","[0, 1)",car,skilled,petty,television,none,none,ownership,none,True,male,male single,0
6,4716,1,3,44,2,2,critical,no savings,"[0, 1)",real estate,unskilled,overdrawn,car,none,none,ownership,none,True,male,male single,0
24,2284,4,2,28,1,1,so far so good,"[0, 100)","[4, 7)",car,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
6,1236,2,4,50,1,1,so far so good,"[500, 1000)","[1, 4)",building savings / life insurance,skilled,no account,used car,none,none,rent,none,True,male,male single,0
12,1103,4,3,29,2,1,so far so good,"[0, 100)","[4, 7)",real estate,skilled,petty,television,guarantor,none,ownership,none,False,male,male single,0
12,926,1,2,38,1,1,critical,"[0, 100)",unemployed,building savings / life insurance,unemployed/unskilled non-resident,no account,car,none,none,ownership,none,True,female,female divorced/separated/married,0
18,1800,4,2,24,2,1,critical,"[0, 100)","[1, 4)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
15,1905,4,4,40,1,1,so far so good,"[0, 100)","[7, inf)",car,white color,salary,education,none,none,rent,yes,True,male,male single,0
12,1123,4,4,29,1,1,so far so good,"[500, 1000)","[1, 4)",car,unskilled,no account,furniture,none,none,rent,none,True,female,female divorced/separated/married,1
48,6331,4,4,46,2,1,critical,"[0, 100)","[7, inf)",none,skilled,overdrawn,used car,none,none,without payment,yes,True,male,male single,1
24,1377,4,2,47,1,1,so far so good,"[100, 500)","[7, inf)",none,skilled,salary,television,none,none,without payment,yes,True,female,female divorced/separated/married,0
30,2503,4,2,41,2,1,delay,"[100, 500)","[7, inf)",building savings / life insurance,skilled,petty,business,none,consumer,ownership,none,True,male,male single,0
27,2528,4,1,32,1,2,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,petty,business,none,none,ownership,yes,True,female,female divorced/separated/married,0
15,5324,1,4,35,1,1,so far so good,"[500, 1000)","[7, inf)",none,skilled,no account,car,none,none,without payment,none,True,female,female divorced/separated/married,0
48,6560,3,2,24,1,1,so far so good,"[100, 500)","[4, 7)",building savings / life insurance,skilled,petty,car,none,none,ownership,none,True,male,male single,1
12,2969,4,3,25,2,1,no loans,"[0, 100)","[0, 1)",building savings / life insurance,skilled,petty,furniture,none,none,rent,none,True,female,female divorced/separated/married,1
9,1206,4,4,25,1,1,so far so good,"[0, 100)","[7, inf)",real estate,skilled,petty,television,none,none,ownership,none,True,female,female divorced/separated/married,0
9,2118,2,2,37,1,2,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,petty,television,none,none,ownership,none,True,male,male single,0
18,629,4,3,32,2,1,critical,"[500, 1000)","[7, inf)",building savings / life insurance,white color,no account,television,none,loan,ownership,yes,True,male,male single,0
6,1198,4,4,35,1,1,duly paid back,"[0, 100)","[7, inf)",none,skilled,overdrawn,education,none,none,without payment,none,True,female,female divorced/separated/married,1
21,2476,4,4,46,1,1,so far so good,no savings,"[7, inf)",real estate,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
9,1138,4,4,25,2,1,critical,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,television,none,none,ownership,none,True,male,male single,0
60,14027,4,2,27,1,1,so far so good,"[0, 100)","[4, 7)",none,white color,petty,car,none,none,ownership,yes,True,male,male single,1
30,7596,1,4,63,2,1,critical,no savings,"[7, inf)",car,skilled,no account,used car,none,none,ownership,none,True,male,male single,0
30,3077,3,2,40,2,2,critical,no savings,"[7, inf)",car,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
18,1505,4,2,32,1,1,so far so good,"[0, 100)","[1, 4)",none,white color,no account,television,none,none,without payment,yes,True,male,male single,0
24,3148,3,2,31,2,1,critical,no savings,"[1, 4)",car,skilled,salary,television,none,none,ownership,yes,True,male,male single,0
20,6148,3,4,31,2,1,no loans,"[100, 500)","[7, inf)",car,skilled,petty,used car,none,loan,ownership,yes,True,male,male married/widowed,0
9,1337,4,2,34,2,1,no loans,"[0, 100)","[0, 1)",car,white color,salary,television,none,none,ownership,yes,True,male,male single,1
6,433,4,2,24,1,2,duly paid back,"[1000, inf)","[0, 1)",building savings / life insurance,skilled,petty,education,none,loan,rent,none,True,female,female divorced/separated/married,1
12,1228,4,2,24,1,1,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,car,none,none,ownership,none,True,female,female divorced/separated/married,1
9,790,4,3,66,1,1,so far so good,"[500, 1000)","[1, 4)",real estate,unskilled,petty,television,none,none,ownership,none,True,female,female divorced/separated/married,0
27,2570,3,3,21,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,no account,car,none,none,rent,none,True,female,female divorced/separated/married,1
6,250,2,2,41,2,1,critical,"[1000, inf)","[1, 4)",real estate,unskilled,no account,car,none,loan,ownership,none,True,female,female divorced/separated/married,0
15,1316,2,2,47,2,1,critical,"[500, 1000)","[1, 4)",building savings / life insurance,unskilled,no account,television,none,none,ownership,none,True,male,male married/widowed,0
18,1882,4,4,25,2,1,so far so good,"[0, 100)","[1, 4)",car,skilled,overdrawn,television,none,loan,rent,none,True,female,female divorced/separated/married,1
48,6416,4,3,59,1,1,duly paid back,"[0, 100)","[7, inf)",none,skilled,petty,business,none,none,rent,none,True,female,female divorced/separated/married,1
24,1275,2,4,36,2,1,critical,"[1000, inf)","[1, 4)",real estate,skilled,salary,business,none,none,ownership,yes,True,male,male divorced/separated,0
24,6403,1,2,33,1,1,delay,"[0, 100)","[0, 1)",car,skilled,petty,television,none,none,ownership,none,True,male,male single,0
24,1987,2,4,21,1,2,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,television,none,none,rent,none,True,male,male single,1
8,760,4,2,44,1,1,so far so good,"[0, 100)","[4, 7)",real estate,unskilled,petty,television,guarantor,none,ownership,none,True,female,female divorced/separated/married,0
24,2603,2,4,28,1,1,so far so good,"[1000, inf)","[1, 4)",car,skilled,no account,used car,none,none,rent,yes,True,female,female divorced/separated/married,0
4,3380,1,1,37,1,2,critical,"[0, 100)","[4, 7)",real estate,skilled,no account,car,none,none,ownership,none,True,female,female divorced/separated/married,0
36,3990,3,2,29,1,1,duly paid back,no savings,"[0, 1)",none,unemployed/unskilled non-resident,petty,appliances,none,loan,ownership,none,True,female,female divorced/separated/married,0
24,11560,1,4,23,2,1,so far so good,"[0, 100)","[1, 4)",car,white color,petty,used car,none,none,rent,none,True,female,female divorced/separated/married,1
18,4380,3,4,35,1,2,so far so good,"[100, 500)","[1, 4)",car,unskilled,overdrawn,car,none,none,ownership,yes,True,male,male single,0
6,6761,1,3,45,2,2,critical,"[0, 100)","[4, 7)",none,white color,no account,car,none,none,ownership,yes,True,male,male single,0
30,4280,4,4,26,2,1,no loans,"[100, 500)","[1, 4)",car,unskilled,petty,business,none,none,rent,none,True,female,female divorced/separated/married,1
24,2325,2,3,32,1,1,duly paid back,"[100, 500)","[4, 7)",car,skilled,overdrawn,car,none,loan,ownership,none,True,male,male single,0
10,1048,4,4,23,1,1,duly paid back,"[0, 100)","[1, 4)",real estate,unskilled,petty,television,none,consumer,ownership,none,True,male,male single,0
21,3160,4,3,41,1,1,so far so good,no savings,"[7, inf)",building savings / life insurance,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
24,2483,4,4,22,1,1,duly paid back,"[500, 1000)","[1, 4)",real estate,skilled,overdrawn,furniture,none,consumer,ownership,yes,True,male,male single,0
39,14179,4,4,30,2,1,critical,no savings,"[4, 7)",building savings / life insurance,white color,overdrawn,furniture,none,none,ownership,yes,True,male,male single,0
13,1797,3,1,28,2,1,critical,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,overdrawn,business,none,loan,ownership,none,True,male,male single,0
15,2511,1,4,23,1,1,so far so good,"[0, 100)",unemployed,car,skilled,overdrawn,car,none,none,rent,none,True,female,female divorced/separated/married,0
12,1274,3,1,37,1,1,so far so good,"[0, 100)","[0, 1)",real estate,unskilled,overdrawn,car,none,none,ownership,none,True,female,female divorced/separated/married,1
21,5248,1,3,26,1,1,so far so good,no savings,"[1, 4)",car,skilled,no account,used car,none,none,ownership,none,True,male,male single,0
15,3029,2,2,33,1,1,so far so good,"[0, 100)","[4, 7)",car,skilled,no account,used car,none,none,ownership,none,True,male,male single,0
6,428,2,1,49,1,1,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,furniture,none,loan,ownership,yes,True,female,female divorced/separated/married,0
18,976,1,2,23,1,1,so far so good,"[0, 100)","[0, 1)",car,unskilled,overdrawn,car,none,none,ownership,none,True,female,female divorced/separated/married,1
12,841,2,4,23,1,1,so far so good,"[100, 500)","[4, 7)",real estate,unskilled,petty,business,none,none,rent,none,True,female,female divorced/separated/married,0
30,5771,4,2,25,2,1,critical,"[0, 100)","[4, 7)",car,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
12,1555,4,4,55,2,2,delay,"[1000, inf)","[7, inf)",none,skilled,no account,repairs,none,none,without payment,none,True,male,male single,1
24,1285,4,4,32,1,1,so far so good,no savings,"[4, 7)",none,skilled,overdrawn,car,none,none,rent,none,True,female,female divorced/separated/married,1
6,1299,1,1,74,3,2,critical,"[0, 100)","[1, 4)",real estate,unemployed/unskilled non-resident,salary,car,none,none,ownership,none,False,male,male single,0
15,1271,3,4,39,2,1,critical,no savings,"[1, 4)",none,skilled,salary,television,none,none,without payment,yes,True,male,male single,1
24,1393,2,2,31,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,no account,car,guarantor,none,ownership,yes,True,male,male single,0
12,691,4,3,35,2,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,car,none,none,ownership,none,True,male,male single,1
15,5045,1,4,59,1,1,critical,no savings,"[7, inf)",car,skilled,no account,car,none,none,ownership,yes,True,female,female divorced/separated/married,0
18,2124,4,4,24,2,1,critical,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,furniture,none,none,rent,none,True,female,female divorced/separated/married,1
12,2214,4,3,24,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,overdrawn,television,none,none,ownership,none,True,male,male single,0
21,12680,4,4,30,1,1,critical,no savings,"[7, inf)",none,white color,no account,car,none,none,without payment,yes,True,male,male single,1
24,2463,4,3,27,2,1,critical,"[100, 500)","[4, 7)",building savings / life insurance,skilled,no account,car,none,none,ownership,yes,True,male,male married/widowed,0
12,1155,3,3,40,2,1,so far so good,"[0, 100)","[7, inf)",real estate,unskilled,petty,television,guarantor,loan,ownership,none,True,male,male married/widowed,0
30,3108,2,4,31,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,overdrawn,furniture,none,none,ownership,none,True,male,male divorced/separated,1
10,2901,1,4,31,1,1,so far so good,no savings,"[0, 1)",real estate,skilled,no account,used car,none,none,rent,none,True,female,female divorced/separated/married,0
12,3617,1,4,28,3,1,critical,"[0, 100)","[7, inf)",car,skilled,petty,furniture,none,none,rent,yes,True,male,male single,0
12,1655,2,4,63,2,1,critical,"[0, 100)","[7, inf)",real estate,unskilled,no account,television,none,none,ownership,yes,True,male,male single,0
24,2812,2,4,26,1,1,so far so good,no savings,"[7, inf)",real estate,skilled,overdrawn,used car,none,none,rent,none,True,female,female divorced/separated/married,0
36,8065,3,2,25,2,1,critical,"[0, 100)","[1, 4)",none,white color,overdrawn,education,none,none,ownership,yes,True,female,female divorced/separated/married,1
21,3275,1,4,36,1,1,critical,"[0, 100)","[7, inf)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
24,2223,4,4,52,2,1,critical,"[100, 500)","[7, inf)",building savings / life insurance,skilled,no account,television,none,loan,ownership,none,True,male,male single,0
12,1480,2,4,66,3,1,critical,"[500, 1000)",unemployed,none,unemployed/unskilled non-resident,salary,car,none,loan,without payment,none,True,male,male single,0
24,1371,4,4,25,1,1,so far so good,no savings,"[1, 4)",real estate,skilled,overdrawn,car,none,none,rent,none,True,female,female divorced/separated/married,1
36,3535,4,4,37,2,1,critical,"[0, 100)","[4, 7)",car,skilled,no account,car,none,none,ownership,yes,True,male,male single,0
18,3509,4,1,25,1,1,so far so good,"[0, 100)","[4, 7)",real estate,skilled,overdrawn,television,guarantor,none,ownership,none,True,female,female divorced/separated/married,0
36,5711,4,2,38,2,1,critical,"[1000, inf)","[7, inf)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
18,3872,2,4,67,1,1,so far so good,"[0, 100)",unemployed,car,skilled,petty,repairs,none,none,ownership,yes,True,female,female divorced/separated/married,0
39,4933,2,2,25,2,1,critical,"[0, 100)","[4, 7)",real estate,skilled,petty,television,guarantor,none,ownership,none,True,male,male single,1
24,1940,4,4,60,1,1,critical,"[1000, inf)","[7, inf)",real estate,skilled,no account,car,none,none,ownership,yes,True,male,male single,0
12,1410,2,2,31,1,1,no loans,"[0, 100)","[1, 4)",real estate,unskilled,petty,retraining,none,none,ownership,yes,True,male,male single,0
